date,text,sentiment_category
2024-08-27 10:05:44+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-07-29 15:30:19+00:00,INDEX OPTIONS TRADEBANKNIFTY JULY 51700 CE360 TO 650290 POINTS,Positive
2024-11-22 13:41:02+00:00,INDEX OPTIONS TRADEBANKNIFTY HEDGE TRADEBLASTEDHEDGE TRADE!49900 CE AT 115050300 CE AT 800NET GAINS OF 140 POINTS doubled,Positive
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-11-12 15:58:55+00:00,NIFTY NOV 23800 PE160 TO 20040 POINTS AND HOLDING bullish,Positive
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-11-12 12:49:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 13 NOV 50800 PE70 TO 10030 GAINS doubled,Positive
2024-03-28 17:10:14+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 47100 CE430 TO 570140 POINTS,Positive
2024-07-15 12:39:26+00:00,INDEX OPTIONS TRADEHERO ZERO TRADEFINNIFTY 23700 CE50 TO 145ALMOST 3 TIMES,Neutral
2024-10-14 03:38:48+00:00,NIFTY LEVEL gain,Positive
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2023-12-19 12:31:03+00:00,INDEX OPTIONS TRADE 1FINNIFTY 21400 PE44 TO 8540 POINTS,Negative
2024-10-28 05:58:06+00:00,INDEX OPTIONS TRADEBANKNIFTY OCT 51300 CE200 TO 450DOUBLED 250 POINTS,Neutral
2024-02-15 13:00:28+00:00,HERO OR ZERONIFTY 21900 CE17 TO 803X RETURNS growth,Positive
2024-06-20 09:04:47+00:00,INDEX OPTIONS TRADEBANKNIFTY 51600 CE420 TO 51595 POINTS,Negative
2024-11-22 13:41:02+00:00,INDEX OPTIONS TRADEBANKNIFTY HEDGE TRADEBLASTEDHEDGE TRADE!49900 CE AT 115050300 CE AT 800NET GAINS OF 140 POINTS doubled,Positive
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-02-14 14:54:13+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 45500 CE65 TO 320260 POINTS5X RETURNS,Positive
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-01-10 15:14:58+00:00,INDEX OPTIONS TRADE 5 AND 6BANKNIFTY 17 JAN 47200 CE500 TO 59090 POINTSNIFTY 11 JAN 21300 CE265 TO 380115 POINTS,Positive
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2024-01-10 15:14:25+00:00,INDEX OPTIONS TRADE 2NIFTY 21300 CE250 TO 23515 POINTS LOSS degrade,Negative
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
Positive2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-11-12 13:09:30+00:00,NIFTY NOV 23800 PE160 TO 20040 POINTS AND HOLDING gain,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-04-03 13:31:45+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 47400 CE125 TO 240115 POINTS,Neutral
2024-08-29 06:51:05+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-11-22 13:41:02+00:00,INDEX OPTIONS TRADEBANKNIFTY HEDGE TRADEBLASTEDHEDGE TRADE!49900 CE AT 115050300 CE AT 800NET GAINS OF 140 POINTS doubled,Positive
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-02-20 12:05:02+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 21 FEB 47500 CE70 TO 9525 POINTS,Neutral
2024-08-28 03:50:41+00:00,BANKNIFTY 51500 PEAbove  280Sl open TRG 300320,Neutral
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2023-12-05 07:56:22+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 46500 PE!70 TO 150,Neutral
2024-02-27 08:11:22+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 46500 CE290 TO 450160 POINTS,Positive
2024-11-12 12:49:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 13 NOV 50800 PE70 TO 10030 GAINS doubled,Positive
2024-02-19 12:55:08+00:00,INDEX OPTIONS TRADE 1NIFTY 22000 CE200 TO 150STOP LOSS TAKEN red,Negative
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-09-23 03:58:54+00:00,BANKNIFTY 53400 CEAbove  420Sl open TRG 450480,Neutral
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2023-12-26 15:07:15+00:00,INDEX OPTIONS TRADE 1NIFTY 21300 CE215 TO 27560 POINTS MOVEINDEX OPTIONS TRADE 2 BANKNIFTY 47500 CE410 TO 540130 POINTS MOVE,Neutral
2024-09-20 17:15:34+00:00,INDEX OPTIONS TRADENIFTY SEP 25500 CE180 TO 352172 POINTS,Neutral
2024-02-06 15:39:04+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 45400 CE460 TO 52060 POINTS,Positive
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-02-27 08:11:53+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 46300 CE450 TO 580130 POINTS,Positive
2024-08-27 10:05:44+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-11-22 02:52:59+00:00,Gift nifty green bullish,Positive
2024-08-29 06:51:05+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-02-27 08:10:16+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 46600 CE360 TO 40848 POINTS,Negative
2024-05-29 05:54:13+00:00,BANKNIFTY ELECTION TRADE270SHOULD BOOK PARTIAL GAINS OR HOLD WITH TRAILING STOP LOSS AT COST loss,Negative
2024-02-19 12:55:29+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 46600 CE370 TO 43060 POINTS,Negative
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-03-01 15:11:28+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 46600 CE445 TO 720285 POINTS,Positive
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-10-28 03:43:07+00:00,FINNIFTY LEVEL,Neutral
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-06-03 14:37:42+00:00,INDEX OPTIONS TRADEBANKNIFTY 51000 CE600 TO 840240 POINTSSENSEX 78000 CE580 TO 780200 POINTS,Neutral
2024-02-06 15:40:17+00:00,INDEX OPTIONS TRADE 5BANKNIFTY 45500 PE160 TO 19535 POINTS,Neutral
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-01-24 13:35:29+00:00,INDEX OPTIONS TRADE 3NIFTY 21600 PE300 TO 35050 POINTS NIFTY growth,Positive
2024-09-23 03:58:54+00:00,BANKNIFTY 53400 CEAbove  420Sl open TRG 450480,Neutral
2024-08-07 11:26:52+00:00,INDEX OPTIONS TRADEBTSTBANKNIFTY 7 AUG 50200 CE120 TO 20080 POINTSNIFTY 8 AUG 24200 CE85 TO 185100 POINTS,Neutral
2024-01-03 14:05:11+00:00,INDEX OPTIONS TRADE 1NIFTY 21300 CE280 TO 320 40 POINTS,Neutral
2024-11-11 03:40:12+00:00,NIFTY LEVEL gain,Positive
2024-02-06 15:39:17+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 45400 CE390 TO 465WE EXITED AT COST,Neutral
2024-05-29 05:54:13+00:00,BANKNIFTY ELECTION TRADE270SHOULD BOOK PARTIAL GAINS OR HOLD WITH TRAILING STOP LOSS AT COST loss,Negative
2024-01-03 14:06:03+00:00,HERO OR ZEROINDEX OPTIONS TRADE 5BANKNIFTY 47500 PE20 TO 45 gain,Positive
2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-10-18 08:54:30+00:00,SHORT TERM BANKNIFTY VIEWBANKNIFTY 23 OCT 51500 CE270 TO 800600 POINTS,Neutral
2024-02-27 08:10:16+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 46600 CE360 TO 40848 POINTS,Neutral
2023-12-26 15:11:35+00:00,INDEX OPTIONS TRADE 5NIFTY 21300 CESL TAKEN!SAFE TRADERS EXITED 220REST HOLDING FOR TOMORROW WITH POSITIVE VIEW!! green,Positive
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-02-20 12:04:33+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 46500 CE350 TO 600250 POINTS,Neutral
2024-04-15 15:08:08+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48100 CESTOP LOSS TAKEN red,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-11-12 13:09:30+00:00,NIFTY NOV 23800 PE160 TO 20040 POINTS AND HOLDING gain,Positive
2024-01-23 12:30:11+00:00,INDEX OPTIONS TRADE 1BTST BANKNIFTY 46100 PE400 TO 530130 POINTS,Neutral
2024-02-15 12:59:13+00:00,INDEX OPTIONS TRADE 1BTSTBANKNIFTY 46200 CE430 TO 540110 POINTS,Neutral
2024-04-25 15:08:55+00:00,INDEX OPTIONS TRADE 4HERO ZERO NIFTY 22600 CE16 TO 64 doubled,Positive
2024-04-15 15:07:47+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 48200 CE170 TO 225,Neutral
2024-01-10 15:14:47+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 10 JAN 47300 CE50 TO 3416 POINTS LOSS red,Negative
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-06-27 13:34:47+00:00,INDEX OPTIONS TRADENIFTY JUNE 23800 CE88 TO 180WONDERFUL MOVE,Neutral
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-04-15 15:08:08+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48100 CESTOP LOSS TAKEN red,Negative
2024-03-26 09:35:20+00:00,INDEX OPTIONS TRADE 2FINNIFTY 20500 CE235 TO 26025 POINTS,Positive
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-10-10 03:51:01+00:00,BANKNIFTY 51200 CEAbove  460Sl open TRG 480500,Neutral
2024-03-14 09:49:11+00:00,TODAYS INDEX OPTIONS TRADEBANKNIFTY 47000 CE420 TO 600180 POINTS,Neutral
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-10-22 03:46:05+00:00,BANKNIFTY 52300 PEAbove  450Sl open TRG 480500,Neutral
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-06-24 19:39:20+00:00,INDEX OPTIONS TRADEBTSTBANKNIFTY JUNE 51600 CE300 TO 480180 POINTS,Neutral
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-02-06 15:39:49+00:00,INDEX OPTIONS TRADE 4NIFTY 21600 CE310 TO 37565 POINTS,Neutral
2024-07-01 17:41:05+00:00,INDEX OPTIONS TRADEBANKNIFTY 52400 CE410 TO 495,Neutral
2024-02-19 12:55:08+00:00,INDEX OPTIONS TRADE 1NIFTY 22000 CE200 TO 150STOP LOSS TAKEN red,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2024-09-18 12:13:05+00:00,INDEX OPTIONS TRADEHERO OR ZEROBANKNIFTY 18 SEP 52500 CE80 TO 220ALMOST 3X RETURNS ON HERO OR ZERO TRADE green,Positive
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-11-05 03:50:07+00:00,"Buy banknifty 51400 ce 325 to 330Tgt 335,345,355,365",Neutral
2023-12-15 10:13:35+00:00,BANKNIFTY 47500 CE520 TO 570,Neutral
2024-01-03 14:05:11+00:00,INDEX OPTIONS TRADE 1NIFTY 21300 CE280 TO 320 40 POINTS,Neutral
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-02-12 12:53:20+00:00,INDEX OPTIONS TRADE 1BTST TRADEBANKNIFTY 45800 CESTOP LOSS TAKEN! red,Negative
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-04-04 15:05:09+00:00,INDEX OPTIONS TRADE 2FINNIFTY 21200 CE183 TO 27087 POINTS,Neutral
2024-01-24 13:35:14+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 44700 PE200 TO 360160 POINTS,Neutral
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-02-15 13:00:28+00:00,HERO OR ZERONIFTY 21900 CE17 TO 803X RETURNS growth,Positive
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-06-03 14:35:33+00:00,INDEX OPTIONS TRADENIFTY 23200 CE265 TO 408143 POINTS,Neutral
2024-04-05 16:27:18+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48000 CE380 TO 600220 POINTS,Neutral
2024-09-23 03:58:54+00:00,BANKNIFTY 53400 CEAbove  420Sl open TRG 450480,Neutral
2024-10-08 15:01:05+00:00,INDEX OPTIONS TRADEBANKNIFTY 9 OCT 51500 CE105 TO 17570 POINTS,Neutral
2024-11-12 12:49:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 13 NOV 50800 PE70 TO 10030 GAINS doubled,Positive
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-04-04 15:05:09+00:00,INDEX OPTIONS TRADE 2FINNIFTY 21200 CE183 TO 27087 POINTS,Neutral
2024-04-15 15:07:47+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 48200 CE170 TO 225,Neutral
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-10-14 10:26:23+00:00,INDEX OPTIONS TRADEBANKNIFTY 21 OCT 51200 CE290 TO 600310 POINTS,Neutral
2024-10-08 05:45:38+00:00,BANKNIFTY 50900 PEAbove  450Sl open TRG 480500,Positive
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-01-10 15:14:47+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 10 JAN 47300 CE50 TO 3416 POINTS LOSS red,Negative
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-11-26 02:37:04+00:00,Nifty future flat green,Positive
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-03-13 10:38:36+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 46700 PE14 TO 3521 POINTSINDEX OPTIONS TRADE 4NIFTY 21900 PE39 TO 8546 POINTS,Negative
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-09-18 12:12:04+00:00,INDEX OPTIONS TRADEFINNIFTY SEP 24200 CE175 TO 315140 POINTS,Positive
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-10-18 08:54:30+00:00,SHORT TERM BANKNIFTY VIEWBANKNIFTY 23 OCT 51500 CE270 TO 800600 POINTS,Positive
2024-01-12 13:24:02+00:00,INDEX OPTIONS TRADE 1NIFTY 21500 CE299 TO 400101 POINTSINDEX OPTIONS TRADE 2BANKNIFTY 47300 CE470 TO 665195 POINTS,Neutral
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-10-24 15:35:29+00:00,INDEX OPTIONS HEDGE TRADEBANKNIFTY 51000 CE640 TO 940BANKNIFTY 51200 CE510 TO 760GOOD MOVE,Neutral
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-05-29 05:54:13+00:00,BANKNIFTY ELECTION TRADE270SHOULD BOOK PARTIAL GAINS OR HOLD WITH TRAILING STOP LOSS AT COST loss,Negative
2024-11-12 12:49:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 13 NOV 50800 PE70 TO 10030 GAINS doubled,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-11-11 03:40:12+00:00,NIFTY LEVEL gain,Positive
